Title,Pembimbing,Keywords,NIM
Perancangan Arsitektur Sistem Informasi Patroli Pencegahan Kebakaran Hutan dan Lahan (SIPP Karhutla) Menggunakan TOGAF ADM,"Dr. Hendra Rahmawan, S.Kom, M.Kom","architecture framework, bpmn, business process, business process model, business process modeling, class diagram, information system, process, process modeling, requirements management, system architectures, use case diagram, model arsitektur, pengumpulan data, proses pengembangan, ekonomi, perangkat keras, kualitas informasi, sistem informasi, arsitektur sistem informasi, teknologi informasi, proses, kepuasan, kualitas layanan, perangkat lunak, arsitektur sistem, kualitas sistem",G6401211062
Pengembangan Sistem Pendukung Keputusan untuk Pemeringkatan Pegawai pada PT XYZ,"Irman Hermadi, S.Kom, MS, P.hD","prototyping, menilai, proses, pengambilan, perangkat lunak, pengembangan perangkat lunak",G6401211062
Sistem Manajemen Basis Data Patroli Pencegahan Karhutla Wilayah Sumatra,"Prof. Dr. Imas Sukaesih Sitanggang, S.Si, M.Kom","economics, mobile web, prototyping, sistem akuisisi, komunikasi, ilmu komputer, visualisasi data, manajemen basis data, proses pengembangan, sistem informasi, proses, model relasional, sistem arsitektur, visualisasi",G6401211063
Perancangan Arsitektur Sistem Informasi Patroli Pencegahan Kebakaran Hutan dan Lahan (SIPP Karhutla) Menggunakan TOGAF ADM,"Dr. Hendra Rahmawan, S.Kom, M.Kom","architecture framework, bpmn, business process, business process model, business process modeling, class diagram, information system, process, process modeling, requirements management, system architectures, use case diagram, model arsitektur, pengumpulan data, proses pengembangan, ekonomi, perangkat keras, kualitas informasi, sistem informasi, arsitektur sistem informasi, teknologi informasi, proses, kepuasan, kualitas layanan, perangkat lunak, arsitektur sistem, kualitas sistem",G6401211063
Analisis dan Perancangan Arsitektur Sistem Informasi Internal pada Sekolah Bisnis – Institut Pertanian Bogor dengan metode TOGAF-ADM,"Irman Hermadi, S.Kom, MS, P.hD","activity diagram, architecture framework, class diagram, enterprise architecture, information system, information system architecture, modelling language, process, system architecture, uml, unified modelling language, use case diagram, meningkatkan, proses bisnis, pengumpulan data, fungsi, sistem informasi, arsitektur sistem informasi, data terintegrasi, proses, arsitektur sistem",G6401211063
Pengembangan Modul Pelaksanaan dan Pemantauan Tugas Akhir pada Sistem Informasi Manajemen Tugas Akhir,"Dean Apriana Ramadhan, S.Kom., M.Kom.","software, software development, ilmu komputer, fungsi, sistem informasi, sistem informasi manajemen",G6401211063
Pengembangan Modul Back-End Sistem Informasi Manajemen Unit Laboratorium Pusat Studi Biofarmaka Tropika,"Prof. Dr. Eng. Wisnu Ananta Kusuma, ST, MT","prototyping, sistem informasi, sistem informasi manajemen, proses",G6401211063
Clustering Interaksi antar Protein dan Fungsi Molekuler Menggunakan Graf Fuzzy K-partite,"Prof. Dr. Eng. Wisnu Ananta Kusuma, ST, MT","clustering, database, meningkatkan, pembentukan sel, hasil pengelompokan, pengumpulan data, fungsi, proses, proses penemuan",G6401211065
Perancangan dan Implementasi Modul Frontend Sistem Alumni Peduli Berbasis Web Menggunakan Pendekatan UX,"Dr. Yani Nurhadryani, S.Si, MT","meningkatkan, fungsi, kejelasan, proses",G6401211065
Sistem Manajemen Basis Data Patroli Pencegahan Karhutla Wilayah Sumatra,"Prof. Dr. Imas Sukaesih Sitanggang, S.Si, M.Kom","economics, mobile web, prototyping, sistem akuisisi, komunikasi, ilmu komputer, visualisasi data, manajemen basis data, proses pengembangan, sistem informasi, proses, model relasional, sistem arsitektur, visualisasi",G6401211065
Pengembangan Modul Pelaksanaan dan Pemantauan Tugas Akhir pada Sistem Informasi Manajemen Tugas Akhir,"Dean Apriana Ramadhan, S.Kom., M.Kom.","software, software development, ilmu komputer, fungsi, sistem informasi, sistem informasi manajemen",G6401211065
Analisis Jejaring Interaksi Protein-Protein untuk Mengidentifikasi Protein Penting Terkait Hiperinflamasi pada COVID-19,"Dr. Eng. Annisa, S.Kom, M.Kom","bipartite graph, centrality measure, clustering, jaringan biologis, seluler, fungsi, ontologi, proses, proses penemuan, topologi",G6401211065
Pengembangan Modul Pelaksanaan dan Pemantauan Tugas Akhir pada Sistem Informasi Manajemen Tugas Akhir,"Prof. Dr. Imas Sukaesih Sitanggang, S.Si, M.Kom","software, software development, ilmu komputer, fungsi, sistem informasi, sistem informasi manajemen",G6401211068
Sistem Manajemen Basis Data Patroli Pencegahan Karhutla Wilayah Sumatra,"Dr. Hendra Rahmawan, S.Kom, M.Kom","economics, mobile web, prototyping, sistem akuisisi, komunikasi, ilmu komputer, visualisasi data, manajemen basis data, proses pengembangan, sistem informasi, proses, model relasional, sistem arsitektur, visualisasi",G6401211068
"Sistem Informasi Jamu pada Serat Centhini, Buku Jampi dan Kitab Tibb.","Prof. Dr. Eng. Wisnu Ananta Kusuma, ST, MT","class diagram, modeling language, php, prototyping, sql, tes, uml, unified modeling language, komunikasi, keanekaragaman, sistem informasi, pengujian sistem",G6401211068
Analisis dan Perancangan Arsitektur Sistem Informasi Internal pada Sekolah Bisnis – Institut Pertanian Bogor dengan metode TOGAF-ADM,"Irman Hermadi, S.Kom, MS, P.hD","activity diagram, architecture framework, class diagram, enterprise architecture, information system, information system architecture, modelling language, process, system architecture, uml, unified modelling language, use case diagram, meningkatkan, proses bisnis, pengumpulan data, fungsi, sistem informasi, arsitektur sistem informasi, data terintegrasi, proses, arsitektur sistem",G6401211068
Riset Pengguna Web Mata Kuliah Desain Pengalaman Pengguna Untuk Mendukung Kegiatan Pembelajaran Berbasis Proyek,"Auzi Asfarian, S.Komp., M.Kom.","desain pengalaman, interaksi manusiakomputer, proses, pemikiran, pengalaman pengguna",G6401211068
Identifikasi Protein Signifikan Penyakit Parkinson dengan Menggunakan Principal Component Analysis dan ClusterONE,"Prof. Dr. Eng. Wisnu Ananta Kusuma, ST, MT",clustering,G6401211072
Pengelompokan Makanan Tradisional Indonesia menggunakan Two-Step Method for Cluatering Mixed Categorical and Numeric Data (TMCM),"Dr. Eng. Annisa, S.Kom, M.Kom","clustering, clustering data, metode pengelompokan",G6401211072
Monitoring Kesehatan Tanaman Tebu Dengan Menggunakan Citra Satelit.,"Prof. Dr. Yeni Herdiyeni, S.Si, Mkom","pengumpulan data, proses",G6401211072
Clustering Data Polutan Kabut Asap Hasil Pemodelan WRFChem di Riau tahun 2015 Menggunakan Algoritme ST-GRID,"Muhammad Asyhar Agmalaro, S.Si., M.Kom.","clustering, kondisi",G6401211072
Pengelompokan Dokumen Publikasi Ilmiah Berdasarkan Bidang Kepakaran Menggunakan Metode Agglomerative Hierarchical Clustering,"Dr. Sony Hartono Wijaya, S.Kom, M.Kom","agglomerative hierarchical clustering, clustering, clustering method, hierarchical clustering, stochastic",G6401211072
Clustering Interaksi antar Protein dan Fungsi Molekuler Menggunakan Graf Fuzzy K-partite,"Prof. Dr. Eng. Wisnu Ananta Kusuma, ST, MT","clustering, database, meningkatkan, pembentukan sel, hasil pengelompokan, pengumpulan data, fungsi, proses, proses penemuan",G6401211074
Perancangan dan Implementasi Modul Frontend Sistem Alumni Peduli Berbasis Web Menggunakan Pendekatan UX,"Dr. Yani Nurhadryani, S.Si, MT","meningkatkan, fungsi, kejelasan, proses",G6401211074
Pemetaan Daerah Rawan kebakaran di Lahan Gambut Berdasarkan Pola Sekuens Titik Panas di Kabupaten Pulang Pisau Kalimantan Tengah,"Prof. Dr. Imas Sukaesih Sitanggang, S.Si, M.Kom","cma, data mining, antara, keanekaragaman, ekonomi, fungsi, proses, menarik, validasi",G6401211074
Pengembangan Business Trip Management Sytem Menggunakan Workflow Engine (Studi Kasus PT AMN Indonesia).,"Irman Hermadi, S.Kom, MS, P.hD","engine, prototyping, fungsi, teknologi informasi",G6401211074
Analisis Jejaring Interaksi Protein-Protein untuk Mengidentifikasi Protein Penting Terkait Hiperinflamasi pada COVID-19,"Dr. Eng. Annisa, S.Kom, M.Kom","bipartite graph, centrality measure, clustering, jaringan biologis, seluler, fungsi, ontologi, proses, proses penemuan, topologi",G6401211074
Clustering Interaksi antar Protein dan Fungsi Molekuler Menggunakan Graf Fuzzy K-partite,"Prof. Dr. Eng. Wisnu Ananta Kusuma, ST, MT","clustering, database, meningkatkan, pembentukan sel, hasil pengelompokan, pengumpulan data, fungsi, proses, proses penemuan",G6401211075
Perancangan dan Implementasi Modul Frontend Sistem Alumni Peduli Berbasis Web Menggunakan Pendekatan UX,"Dr. Yani Nurhadryani, S.Si, MT","meningkatkan, fungsi, kejelasan, proses",G6401211075
Pemetaan Daerah Rawan kebakaran di Lahan Gambut Berdasarkan Pola Sekuens Titik Panas di Kabupaten Pulang Pisau Kalimantan Tengah,"Prof. Dr. Imas Sukaesih Sitanggang, S.Si, M.Kom","cma, data mining, antara, keanekaragaman, ekonomi, fungsi, proses, menarik, validasi",G6401211075
Pengembangan Business Trip Management Sytem Menggunakan Workflow Engine (Studi Kasus PT AMN Indonesia).,"Irman Hermadi, S.Kom, MS, P.hD","engine, prototyping, fungsi, teknologi informasi",G6401211075
Analisis Jejaring Interaksi Protein-Protein untuk Mengidentifikasi Protein Penting Terkait Hiperinflamasi pada COVID-19,"Dr. Eng. Annisa, S.Kom, M.Kom","bipartite graph, centrality measure, clustering, jaringan biologis, seluler, fungsi, ontologi, proses, proses penemuan, topologi",G6401211075
Clustering Interaksi antar Protein dan Fungsi Molekuler Menggunakan Graf Fuzzy K-partite,"Prof. Dr. Eng. Wisnu Ananta Kusuma, ST, MT","clustering, database, meningkatkan, pembentukan sel, hasil pengelompokan, pengumpulan data, fungsi, proses, proses penemuan",G6401211077
Perancangan dan Implementasi Modul Frontend Sistem Alumni Peduli Berbasis Web Menggunakan Pendekatan UX,"Dr. Yani Nurhadryani, S.Si, MT","meningkatkan, fungsi, kejelasan, proses",G6401211077
Pengembangan Business Trip Management Sytem Menggunakan Workflow Engine (Studi Kasus PT AMN Indonesia).,"Irman Hermadi, S.Kom, MS, P.hD","engine, prototyping, fungsi, teknologi informasi",G6401211077
Pemetaan Daerah Rawan kebakaran di Lahan Gambut Berdasarkan Pola Sekuens Titik Panas di Kabupaten Pulang Pisau Kalimantan Tengah,"Prof. Dr. Imas Sukaesih Sitanggang, S.Si, M.Kom","cma, data mining, antara, keanekaragaman, ekonomi, fungsi, proses, menarik, validasi",G6401211077
Analisis Jejaring Interaksi Protein-Protein untuk Mengidentifikasi Protein Penting Terkait Hiperinflamasi pada COVID-19,"Dr. Eng. Annisa, S.Kom, M.Kom","bipartite graph, centrality measure, clustering, jaringan biologis, seluler, fungsi, ontologi, proses, proses penemuan, topologi",G6401211077
Clustering Interaksi antar Protein dan Fungsi Molekuler Menggunakan Graf Fuzzy K-partite,"Prof. Dr. Eng. Wisnu Ananta Kusuma, ST, MT","clustering, database, meningkatkan, pembentukan sel, hasil pengelompokan, pengumpulan data, fungsi, proses, proses penemuan",G6401211078
Perancangan dan Implementasi Modul Frontend Sistem Alumni Peduli Berbasis Web Menggunakan Pendekatan UX,"Dr. Yani Nurhadryani, S.Si, MT","meningkatkan, fungsi, kejelasan, proses",G6401211078
Pemetaan Daerah Rawan kebakaran di Lahan Gambut Berdasarkan Pola Sekuens Titik Panas di Kabupaten Pulang Pisau Kalimantan Tengah,"Prof. Dr. Imas Sukaesih Sitanggang, S.Si, M.Kom","cma, data mining, antara, keanekaragaman, ekonomi, fungsi, proses, menarik, validasi",G6401211078
Pengembangan Business Trip Management Sytem Menggunakan Workflow Engine (Studi Kasus PT AMN Indonesia).,"Irman Hermadi, S.Kom, MS, P.hD","engine, prototyping, fungsi, teknologi informasi",G6401211078
Analisis Jejaring Interaksi Protein-Protein untuk Mengidentifikasi Protein Penting Terkait Hiperinflamasi pada COVID-19,"Dr. Eng. Annisa, S.Kom, M.Kom","bipartite graph, centrality measure, clustering, jaringan biologis, seluler, fungsi, ontologi, proses, proses penemuan, topologi",G6401211078
Pengembangan Modul Pengelolaan dan Diseminasi Informasi pada Sistem Informasi Peneliti di Pusat Studi Biofarmaka Tropika,"Prof. Dr. Eng. Wisnu Ananta Kusuma, ST, MT","database, database management, database management system, design pattern, model view controller, mvc, php, prototyping, antara, sistem informasi, bahasa pemrograman, pengujian sistem",G6401211081
Analisis dan Perancangan Arsitektur Sistem Informasi Internal pada Sekolah Bisnis – Institut Pertanian Bogor dengan metode TOGAF-ADM,"Irman Hermadi, S.Kom, MS, P.hD","activity diagram, architecture framework, class diagram, enterprise architecture, information system, information system architecture, modelling language, process, system architecture, uml, unified modelling language, use case diagram, meningkatkan, proses bisnis, pengumpulan data, fungsi, sistem informasi, arsitektur sistem informasi, data terintegrasi, proses, arsitektur sistem",G6401211081
Perancangan dan Implementasi Modul Frontend Sistem Alumni Peduli Berbasis Web Menggunakan Pendekatan UX,"Dr. Yani Nurhadryani, S.Si, MT","meningkatkan, fungsi, kejelasan, proses",G6401211081
Sistem Manajemen Basis Data Patroli Pencegahan Karhutla Wilayah Sumatra,"Prof. Dr. Imas Sukaesih Sitanggang, S.Si, M.Kom","economics, mobile web, prototyping, sistem akuisisi, komunikasi, ilmu komputer, visualisasi data, manajemen basis data, proses pengembangan, sistem informasi, proses, model relasional, sistem arsitektur, visualisasi",G6401211081
Pengembangan Aplikasi Mobile Modul Pemantauan pada Sistem Informasi Manajemen Peneliti di Pusat Studi Biofarmaka Tropika,"Dr. Hendra Rahmawan, S.Kom, M.Kom","prototyping, puncak, meningkatkan, sistem informasi, sistem informasi manajemen",G6401211081
Clustering Interaksi antar Protein dan Fungsi Molekuler Menggunakan Graf Fuzzy K-partite,"Prof. Dr. Eng. Wisnu Ananta Kusuma, ST, MT","clustering, database, meningkatkan, pembentukan sel, hasil pengelompokan, pengumpulan data, fungsi, proses, proses penemuan",G6401211082
Perancangan dan Implementasi Modul Frontend Sistem Alumni Peduli Berbasis Web Menggunakan Pendekatan UX,"Dr. Yani Nurhadryani, S.Si, MT","meningkatkan, fungsi, kejelasan, proses",G6401211082
Pemetaan Daerah Rawan kebakaran di Lahan Gambut Berdasarkan Pola Sekuens Titik Panas di Kabupaten Pulang Pisau Kalimantan Tengah,"Prof. Dr. Imas Sukaesih Sitanggang, S.Si, M.Kom","cma, data mining, antara, keanekaragaman, ekonomi, fungsi, proses, menarik, validasi",G6401211082
Pengembangan Business Trip Management Sytem Menggunakan Workflow Engine (Studi Kasus PT AMN Indonesia).,"Irman Hermadi, S.Kom, MS, P.hD","engine, prototyping, fungsi, teknologi informasi",G6401211082
Pengembangan Modul Pelaksanaan dan Pemantauan Tugas Akhir pada Sistem Informasi Manajemen Tugas Akhir,"Dean Apriana Ramadhan, S.Kom., M.Kom.","software, software development, ilmu komputer, fungsi, sistem informasi, sistem informasi manajemen",G6401211082
Clustering Interaksi antar Protein dan Fungsi Molekuler Menggunakan Graf Fuzzy K-partite,"Prof. Dr. Eng. Wisnu Ananta Kusuma, ST, MT","clustering, database, meningkatkan, pembentukan sel, hasil pengelompokan, pengumpulan data, fungsi, proses, proses penemuan",G6401211083
Sistem Manajemen Basis Data Patroli Pencegahan Karhutla Wilayah Sumatra,"Prof. Dr. Imas Sukaesih Sitanggang, S.Si, M.Kom","economics, mobile web, prototyping, sistem akuisisi, komunikasi, ilmu komputer, visualisasi data, manajemen basis data, proses pengembangan, sistem informasi, proses, model relasional, sistem arsitektur, visualisasi",G6401211083
Perancangan dan Implementasi Modul Frontend Sistem Alumni Peduli Berbasis Web Menggunakan Pendekatan UX,"Dr. Yani Nurhadryani, S.Si, MT","meningkatkan, fungsi, kejelasan, proses",G6401211083
Analisis Jejaring Interaksi Protein-Protein untuk Mengidentifikasi Protein Penting Terkait Hiperinflamasi pada COVID-19,"Dr. Eng. Annisa, S.Kom, M.Kom","bipartite graph, centrality measure, clustering, jaringan biologis, seluler, fungsi, ontologi, proses, proses penemuan, topologi",G6401211083
Pengembangan Business Trip Management Sytem Menggunakan Workflow Engine (Studi Kasus PT AMN Indonesia).,"Irman Hermadi, S.Kom, MS, P.hD","engine, prototyping, fungsi, teknologi informasi",G6401211083
Clustering Interaksi antar Protein dan Fungsi Molekuler Menggunakan Graf Fuzzy K-partite,"Prof. Dr. Eng. Wisnu Ananta Kusuma, ST, MT","clustering, database, meningkatkan, pembentukan sel, hasil pengelompokan, pengumpulan data, fungsi, proses, proses penemuan",G6401211084
Perancangan dan Implementasi Modul Frontend Sistem Alumni Peduli Berbasis Web Menggunakan Pendekatan UX,"Dr. Yani Nurhadryani, S.Si, MT","meningkatkan, fungsi, kejelasan, proses",G6401211084
Pemetaan Daerah Rawan kebakaran di Lahan Gambut Berdasarkan Pola Sekuens Titik Panas di Kabupaten Pulang Pisau Kalimantan Tengah,"Prof. Dr. Imas Sukaesih Sitanggang, S.Si, M.Kom","cma, data mining, antara, keanekaragaman, ekonomi, fungsi, proses, menarik, validasi",G6401211084
