Title,processed_abstract,NIM
Perancangan Enterprise Architecture pada Layanan Pemeriksaan Barang Bukti Laboratorium Forensik untuk Mendukung Pengembangan E-government, laboratorium forensik labfor merupakan bagian struktur lembaga kepolisian negara republik indonesia polri berfungsi memberikan dukungan pemeriksaan barang bukti penyidik hasil pengamatan dilakukan diketahui proses bisnis berjalan labfor polda jateng dimulai registrasi permohonan pemeriksaan barang bukti persetujuan disposisi stakeholder penyerahan hasil pemeriksaan barang bukti seluruhnya dilakukan manual belum berbasi it sesuai dengan program kerja promoter professional modern terpercaya polri melakukan peningkatan pelayanan publik lebih mudah masyarakat berbasis ti penelitian dilakukan perancangan enterprise architecture menggunakan framework togaf adm strategi penerapan egovernment sesuai dilingkungkan laboratorium forensik polri tahapan perancangan terdiri vision architecture business architecture information architecture penelitian menghasilkan analisis fungsi fitur monitoring pendigitalisasian data tracking progres pemeriksaan pada sistem mendukung layanan pemeriksaan barang bukti forensik ada labfor polda jateng,G6401211003
Clustering Interaksi antar Protein dan Fungsi Molekuler Menggunakan Graf Fuzzy K-partite, protein merupakan komponen penting tubuh berhubungan pembentukan sel manusia disfungsi protein mempengaruhi produksi produk sel metabolisme tubuh karena disfungsi protein menyebabkan kematian sel kegagalan fungsi organ tertentu salah satu penyakit disebabkan kematian sel penyakit parkinson upaya mengembalikan fungsi protein fungsi normalnya dilakukannya terapi protein tersebut obat tepat tahapan awal dilakukan proses penemuan obat meningkatkan efektifitas diagnosa penyakit parkinson menemukan proteinprotein target penyakit parkinson penelitian bertujuan melakukan clustering interaksi antar protein fungsi molekuler penyakit parkinson direpresentasikan graf bipartite hasil pengelompokan kemudian dianalisis menggunakan informasi terdapat dalam database david diidentifikasi target protein fungsi molekuler penyakit parkinson pengumpulan data dilakukan mendapatkan protein target fungsi molekuler beberapa pangkalan data pengumpulan data protein fungsi molekuler dimulai melakukan pencarian data gen penyakit parkinson pangkalan data omim pencarian berlanjut mencari data interaksi antar protein ppi pangkalan data string selanjutnya data ppi digunakan data input pangkalan data uniprot menemukan data fungsi molekuler implementasi clustering ppi fungsi molekuler menggunakan pendekatan fuzzy kpartite graph clustering penelitian menghasilkan 19 protein target pemicu utama perkembangan penyakit parkinson protein tersebut adalahh park2 park 7 snca pink1 lrrk2 mapt gba eif4g1 tbp chchd2 vps35 htra2 gigyf2 fbxo7 pla2g6 prkag2 atxn2 synj1 dnajc6 penelitian ditemukan cluster protein terbesar cluster protein 11 dengan anggota protein synuclein alpha snca itu ditemukan sebagian besar fungsi molekuler terkait dengan pensinyalan sel neuron sistem saraf pusat sebagai metabolisme membran sel adapun manfaat penelitian yaitu protein target fungsi molekuler digunakan mengoptimalkan penemuan formula obat penyakit parkinson,G6401211003
Perancangan dan Implementasi Modul Frontend Sistem Alumni Peduli Berbasis Web Menggunakan Pendekatan UX, sistem alumni peduli sistem digunakan berbagi memperoleh bantuan antar alumni mahasiswa penulis mengembangkan modul crowdfunding bagian frontend sistem alumni peduli meningkatkan partisipasi alumni akademik non akademik penelitian dilakukan membuat alumni melihat transparansi donasi telah dilakukan metode digunakan penelitian metode five planes terdapat 5 tahapan strategy plane scope plane structure plane skeleton plane surface plane aplikasi dikembangkan menggunakan framework laravel fungsifungsi diimplementasikan alumni peduli menerapkan indikator transparansi akuntabilitas yaitu fungsi campaign merupakan indikator kejelasan kelengkapan informasi fungsi donasi fungsi laporan campaign indikator kesediaan aksesibilitas dokumen fungsi notifikasi indikator keterbukaan proses,G6401211003
Analisis Jejaring Interaksi Protein-Protein untuk Mengidentifikasi Protein Penting Terkait Hiperinflamasi pada COVID-19, coronavirus disease 2019 covid19 menyebabkan komplikasi penyakit kerusakan organ akibat reaksi inflamasi berlebihan ditangani inflamasi protein menjadi biomarker penanda kerusakan organ pencarian proteinprotein penting sangat diperlukan menjalankan fungsinya protein saling berinteraksi protein lainnya satu sama membentuk jejaring interaksi proteinprotein ppi analisis komputasional jejaring ppi dilakukan berbagai cara termasuk analisis topologi pengelompokan jejaring ppi analisis topologi mengidentifikasi protein penting centrality measure setiap node clustering jejaring ppi digunakan memprediksi protein penting membentuk kompleks protein data protein ppi manusia digunakan penelitian terdapat 57 protein terkait covid19 terdapat 357 protein 1686 interaksi data ppi hasil penelitian terdiri dua cluster cluster terbaik cluster pertama memiliki nilai density quality lebih tinggi pvalue lebih rendah memiliki ratarata nilai overall centrality mendekati cluster kedua terdapat 20 protein penting cluster tersebut semuanya berpengaruh covid19 protein diharapkan digunakan proses penemuan senyawa obat covid19 kasus covid19 pencarian proteinprotein penting perlu dikaitkan ontologi gen go dampak hiperinflamasi hasil protein penting tersebut dilakukan enrichment analysis mengetahui asosiasi proteinprotein tersebut go go akan dianalisis fungsi molekuler komponen seluler proses biologis salah satu metode tepat melakukan pengelompokkan data ppi skala besar menjadi cluster skala kecil fungsional fuzzy kpartite clustering pendekatan fuzzy mampu melakukan overlap clustering penting karena setiap jaringan biologis bersifat multi fungsi memungkinkan protein masuk dalam lebih satu cluster 20 protein penting diperoleh proses sebelumnya sebanyak 65 jenis go fungsi molekuler protein ifi6 karena ifi6 tidak berasosiasi go fungsi molekuler satupun 55 jenis go komponen seluler 274 jenis go proses biologis ketiga hasil clustering bipartite graph penelitian ini menunjukkan empat protein penting berhubungan 25 go fungsi molekuler tiga protein penting berhubungan 22 go komponen seluler satu protein penting berhubungan 101 go proses biologis semua go fungsi molekuler go komponen seluler sembilan dari 14 go proses biologis cluster dihasilkan berasosiasi sitokin signifikan badai sitokin covid19,G6401211003
Analisis dan Perancangan Arsitektur Sistem Informasi Internal pada Sekolah Bisnis – Institut Pertanian Bogor dengan metode TOGAF-ADM, sistem informasi menjadi aset berharga keberlangsungan sebuah organisasi mampu meningkatkan kinerja efisiensi memberikan competitive advantage organisasi sendiri insitut pertanian bogor bertahap melakukan perubahan sistem informasinya global mengintegrasikan memusatkan data seluruh unit bertahap mendigitalisasi proses bisnisnya sekolah bisnis ipb sbipb salah satu unit ipb secara bertahap mengikuti regulasi ipb memusatkan datanya sistem informasi terintegrasi ipb siti demikian sbipb merasa tetap memerlukan sebuah sistem informasi internal menjawab kebutuhan stakeholders pelayanan datadata internal sekolah bisnis ipb khususnya ruang lingkup kebutuhan monitoring evaluasi proses bisnis sbipb dapat membangun sebuah sistem dapat mendukung proses bisnis kebutuan suatu organisasi perlu adanya perencanaan arsitektur enterprise architecture sistem informasi kemudian dapat menghasilkan sebuah logical blueprint terdapat beberapa enterprise architecture framework dapat membantu merancang suatu sistem penelitian digunakan the open group architecture framework togaf berorientasi process togaf architecture development methodnya menjadi landasan metode penelitian menggunakan 4 metode arsitektur togafadm fase preliminary architecture vision business architecture information system architecture perancangan sistem informasi internal juga dibantu menggunakan unified modelling language uml merupakan metode perancangan sistem informasi menggunakan modelmodel berupa use case diagram activity diagram class diagram penelitian diawali perumusan masalah tujuan penelitian kemudian dilanjutkan studi pustaka wawancara observasi bagian fase preliminary togafadm penelitian kemudian dilanjutkan tiga fase togafadm selanjutnya 1 fase architecture vision akan mendapatkan informasi organisasi dirumuskan bentuk visi misi tujuan menentukan lingkup arsitektur akan dikembangkan 2 fase business architecture bertujuan mendeskripsikan arsitektur bisnis sasaran menentukan kesenjangan gap 3 information system architecture bertujuan menyusun bagaimana arsitektur sistem informasi dibangun digunakan organisasi application architecture data architecture fase preliminary didapatkan terdapat 12 fungsi administrasi bisnis internal sbipb menjalankan proses bisnis sesuai sasarannya itu dikarenakan sbipb merupakan salah satu unit dibawah ipb sebagian proses bisnisnya menggunakan sistem informasi terintegrasi ipb siti demikian tetap diperlukan akan sistem informasi internal pelengkap siti fase architecture vision didapatkan 1 daftar pemangku kepentingan stakeholders berkaitan sistem informasi internal pimpinan dosen tenaga kependidikan mahasiswa sbipb 2 opsiopsi diperlukan business capability assessment mencapai sasaran fungsi bisnis fase business architecture didapatkan gap analysis dilakukan melihat kekurangan terdapat proses bisnis saat ini berjalan setiap fungsinya diharapkan fase information system architecture didapatkan 1 target aplikasi menganalisis baseline aplikasi ditentukan arsiktektur aplikasi 2 kebutuhan fungsional usulan entitas data arsitektur data berdasarkan hasil penelitian 1 sistem informasi internal sbipb sangat diperlukan dikarenakan terlepas siti adanya sistem pencatatan pengumpulan data terintegrasi membantu pencapaian sasaran 2 kebutuhan stakeholders mengharapkan adanya ketersediaan data cepat proses bisnis terintegrasi dalam sistem monitoring evaluasi 3 arsitektur sistem informasi internal adapun rancangan logic sistem informasi exercise arsitektur yang dibangun dibuat menggunakan uml use case diagram activity diagram class diagram,G6401211003
Model Prediksi Adverse Drug Reactions (ADRs) Menggunakan Metode Multilabel Learning dengan Algoritme Deep Neural Network (DNN), obat merupakan paduan bahan digunakan mempengaruhi keadaan patologi manusia memberikan manfaat obatobatan dapat memberikan efek samping adverse drug reactions adrs lebih satu macam dapat merugikan penggunanya penelitian bertujuan membangun model prediksi adrs menggunakan metode multilabel learning algoritme deep neural network dnn data diunduh repositori pubchem untuk mendapatkan data terkait suatu obat data terkait efek samping suatu obat diunduh basis data sider 4 1 tahap praproses dilakukan pemetaan data obat telah diunduh mengekstraksi fitur fingerprint pembentukan label setiap obat menggunakan data asosiasi obatadrs pembagunan model dnn menggunakan metode multilabel learning hyperparameter telah dioptimasi bayesian optimization kfold cross validation nilai k5 menghasilkan nilai akurasi tertinggi sebesar 0 878834 nilai aucroc tertinggi sebesar 0 614282 nilai hamming loss terendah sebesar 0 121166 nilai f1score tertinggi sebesar 0 361056,G6401211004
Pengembangan Sistem Kendali Berbasis Kecerdasan Komputasional dengan Metode Backpropagation Neural network untuk Robot Beroda, penelitian bertujuan mengembangkan sistem kendali optimal berdasarkan error minimum robot beroda tiga motor pengendali sistem dikaji penelitian sistem direct inverse control neural network dilatih menggunakan algoritme backpropagation metode dipilih masih baru banyak diteliti membutuhkan pembuktian kinerja penelitian menganalisis penggunaan 2 jenis algoritme levenberg marquardt backpropagation bayesian regularization backpropagation 12 konfigurasi jaringan kombinasi variasi jenis input dua variasi jumlah delay tiga variasi jumlah hidden neuron hasil simulasi menunjukkan arsitektur jaringan sistem kendali terbaik adalah 13202 mse pelatihan 00807 epoch ke3 mse pengujian sebesar 00857 menggunakan input delta pengujian nyata model kendali neural network robot beroda menghasilkan mse kendali sebesar 05018 hasil menjadi bukti awal sistem kendali berbasis neural network digunakan robot beroda,G6401211004
Deep Learning Model for the Detection and Classification     of Banana Disease Based on Leaf Images,abstrak penyakit jamur salah satu alasan utama produktivitas rendah pisang pertanian black sigatoka fusarium wilt race 1 penyakit jamur utama yang mengancam produksi pisang black sigatoka penyakit jamur disebabkan a jamur tulang angin morelet mycosphaerella fijiensis sisi fusarium wilt penyakit jamur berasal tanah disebabkan jamur bernama fusarium oxysporum f sp cubense foc penyebaran penyakit akselerasi banyak negara mengancam produksi pisang global deteksi dini penyakit jamur sangat penting salah satu pendekatan mungkin terjadi menggunakan penglihatan mesin akurasinya tinggi pembelajaran mendalam paling algoritma banyak digunakan penglihatan mesin banyak solusi kemampuannya menjadi model data berbagai tingkat abstraksi membuatnya cocok banyak pertanian solusi pembelajaran mendalam dilatih sejumlah besar data namun pembelajaran mendalam membutuhkan sumber daya komputasi tinggi menantang banyak solusi pertanian diterapkan perangkat komputasi rendah edge perangkat seluler iot penelitian mengusulkan model pembelajaran untuk mendeteksi mengklasifikasikan penyakit pisang berdasarkan gambar daun studi mengusulkan penggunaan algoritma pembelajaran ringan alihalih luar rak algoritma algoritma pembelajaran ringan memiliki arsitektur kecil yang membuatnya cocok perangkat sumber daya komputasi rendah penelitian dilakukan tahap tahap pertama fokus mengidentifikasi penyakit menggunakan pembelajaran mendalam mana algoritma default dilatih pada tahap empat pembelajaran ringan memanfaatkan mobilenetv2 mobilenetv3small shufflenetv2 squeezenet pilihan algoritma berdasarkan popularitas algoritma komunitas penelitian kedua tahap berfokus modifikasi algoritma meningkatkan kinerja model modifikasi diperkenalkan termasuk penambahan konvolusional blokir modul perhatian cbam cbam modul perhatian ringan meningkatkan fitur saluran perhatian kedua tahap model berurutan optimasi berbasis smbo digunakan tuning hiperparameter otomatis hpo smbo varian optimasi bayesian memilih parameter secara berurutan membuat smbo lebih cepat algoritma optimasi lainnya studi menggunakan dataset gambar mewakili tiga kelas sehat black sigatoka fusarium wilt race 1 dataset dikumpulkan utara tanzania jangka waktu enam bulan lembaga afrika mandela sains teknologi nmaist institut internasional tropis pertanian iita preprocessing dilakukan memperoleh dataset termasuk mengubah ukuran menghapus gambar batang pemisahan augmentasi kinerja model diukur menghitung akurasi presisi penarikan f1skore mengukur kompleksitas model hasilnya menunjukkan tahap satu mobilenetv2 mengungguli semua model akurasi 9773 presisi 9774 penarikan 9773 9773 f1 skor shufflenetv2 memiliki kinerja buruk akurasi 8421 presisi 8476 penarikan 8421 f1skore 8403 squeezenet a model cahaya ukuran 278 mb mobilenetv3small terberat model ukuran 8 74 mb semua model mengalami kesulitan membedakan antara black sigatoka fusarium wilt race 1 menunjukkan generalisasi kemampuan model buruk pembelajaran mendalam ringan cbam panggung dua shufflenetv2 mengungguli semua model akurasi 9907 9907 presisi penarikan 9907 9907 f1skor squeezenet model ringan ukuran 209 mb mobilenetv2 model terberat 1440 mb squeezenet membutuhkan waktu singkat perkiraan 558 0961 sama 9 301 menit umum kemampuan klasifikasi semua model meningkat secara signifikan dibandingkan tahap satu modul cbam membantu meningkat kemampuan generalisasi model mengurangi jumlah gambar salah diklasifikasikan meningkatkan kinerja model namun klasifikasi belum 100 semua kelas secara keseluruhan pembelajaran mendalam ringan diusulkan penelitian menunjukkan a kinerja baik digunakan mengatasi tantangan komputasi klasifikasi deteksi penyakit pisang dilakukan berdasarkan daun gambar yang menjadi solusi deteksi dini penyakit kehancuran metode itu peningkatan pembelajaran mendalam ringan dicapai meningkatkan kemampuan ekstraksi fitur pendekatan diusulkan studi diterapkan penyakit pisang lainnya spesies tanaman lainnya penyakit jamur merupakan salah satu penyebab utama rendahnya produktivitas pisang pertanian penyakit jamur sigatoka hitam layu fusarium ras 1 merupakan penyakit jamur utamayang mengancam produksi pisang sigatoka hitam penyakit jamur disebabkan ajamur tulang angin mycosphaerella fijiensis morelet samping itu layu fusarium penyakit jamur lain berasal tanah disebabkan jamur bernama fusarium oxysporum f sp kubus foc penyebaran penyakit percepatan banyak negara mengancam produksi pisang global deteksi dini penyakit jamur sangat penting merupakan salah satu pendekatan mungkin dilakukan menggunakan visi mesin akurasinya tinggi pembelajaran mendalam paling utama algoritma banyak digunakan visi mesin banyak solusi kemampuannya menjadi model ata berbagai tingkat abstraksi membuatnya cocok banyak pertanian solusi itu pembelajaran mendalam dilatih sejumlah besar data namun pembelajaran mendalam membutuhkan sumber daya komputasi tinggi menantang banyak solusi pertanian diterapkan perangkat komputasi rendah edge seluler perangkat iot oleh karena itu penelitian mengusulkan model pembelajaran mendalam mendeteksi mengklasifikasikan penyakit pisang berdasarkan gambar daun pembelajaran mengusulkan penggunaan algoritma pembelajaran mendalam ringan bukan algoritma sudah algoritma algoritme pembelajaran mendalam ringan memiliki arsitektur kecil membuatnya cocok perangkat sumber daya komputasi rendah penelitian dilakukan dalam dua tahap tahap pertama berfokus mengidentifikasi penyakit menggunakan pembelajaran mendalam mana algoritma default dilatih tahap empat pembelajaran mendalam ringan digunakan mobilenetv2 mobilenetv3kecil shufflenetv2 squeezenet pilihan algoritmanya berdasarkan popularitas algoritma komunitas riset kedua tahap berfokus modifikasi algoritma meningkatkan kinerja model modifikasi diperkenalkan lain penambahan konvolusional modul perhatian blok cbam cbam modul perhatian ringan yang meningkatkan fitur saluran perhatian kedua tahap model sekuensial optimasi berbasis smbo digunakan penyetelan hyperparameter otomatis hpo smbo varian optimasi bayesian yang memilih parameter berurutan membuat smbo lebih cepat dibandingkan algoritma optimasi lainnya penelitian menggunakan kumpulan data gambar yang mewakili tiga kelas sehat sigatoka hitam ras layu fusarium 1 dataset dikumpulkan wilayah utara tanzania jangka waktu enam bulan mandela african institution of sains teknologi nmaist institut tropis internasional pertanian iita preprocessing dilakukan memperoleh dataset termasuk mengubah ukuran menghapus gambar batang membelah augmentasi itu performa model diukur menghitung akurasi presisi recall f1score mengukur kompleksitas model hasilnya menunjukkan tahap pertama mobilenetv2 mengungguli tahap lainnya model akurasi 9773 presisi 9774 recall 9773 f1 9773 skor shufflenetv2 memiliki kinerja buruk akurasi 8421 presisi sebesar 8476 recall sebesar 8421 f1score sebesar 8403 squeezenet sebuah model ringan ukuran 278 mb mobilenetv3small yang terberat model ukuran 874 mb semua model kesulitan membedakannya sigatoka hitam layu fusarium ras 1 ini menunjukkan adanya generalisasi kemampuan modelnya buruk pembelajaran mendalam ringan cbam stage dua shufflenetv2 mengungguli semua model lainnya akurasi 9907 9907 presisi recall 9907 f1score 9907 squeezenet model ringan dengan berukuran 209 mb mobilenetv2 adalah model terberat 1440 mb squeezenet membutuhkan waktu singkat perkiraan 558 0961 sama 9 301 menit umum kemampuan klasifikasi semua model meningkat signifikan dibandingkan tahap pertama itu modul cbam membantu meningkatkan kemampuan generalisasi model mengurangi jumlah kesalahan klasifikasi gambar peningkatan kinerja model klasifikasi tersebut belum 100 untuk semua kelas secara keseluruhan pembelajaran mendalam ringan yang diusulkan penelitian ini menunjukkan a kinerja yang baik dapat digunakan untuk mengatasi tantangan komputasi klasifikasi deteksi penyakit pisang dapat dilakukan berdasarkan gambar daun yang dapat menjadi solusi deteksi dini penyakit kehancurannya metode itu peningkatan pembelajaran mendalam yang ringan dapat dilakukan dicapai dengan meningkatkan kemampuan ekstraksi fitur pendekatan yang diusulkan ini penelitian ini juga dapat diterapkan penyakit pisang lainnya jenis tanaman lainnya,G6401211004
Model Deep Learning Deteksi dan Klasifikasi Penyakit Pisang Berdasarkan Gambar Daun,abstrak penyakit jamur salah satu alasan utama produktivitas rendah pisang pertanian black sigatoka fusarium wilt race 1 penyakit jamur utama yang mengancam produksi pisang black sigatoka penyakit jamur disebabkan a jamur tulang angin morelet mycosphaerella fijiensis sisi fusarium wilt penyakit jamur berasal tanah disebabkan jamur bernama fusarium oxysporum f sp cubense foc penyebaran penyakit akselerasi banyak negara mengancam produksi pisang global deteksi dini penyakit jamur sangat penting salah satu pendekatan mungkin terjadi menggunakan penglihatan mesin akurasinya tinggi pembelajaran mendalam paling algoritma banyak digunakan penglihatan mesin banyak solusi kemampuannya menjadi model data berbagai tingkat abstraksi membuatnya cocok banyak pertanian solusi pembelajaran mendalam dilatih sejumlah besar data namun pembelajaran mendalam membutuhkan sumber daya komputasi tinggi menantang banyak solusi pertanian diterapkan perangkat komputasi rendah edge perangkat seluler iot karena penelitian mengusulkan model pembelajaran untuk mendeteksi mengklasifikasikan penyakit pisang berdasarkan gambar daun studi mengusulkan penggunaan algoritma pembelajaran ringan alihalih luar rak algoritma algoritma pembelajaran ringan memiliki arsitektur kecil yang membuatnya cocok perangkat sumber daya komputasi rendah penelitian dilakukan dua tahap tahap pertama fokus mengidentifikasi penyakit menggunakan pembelajaran mendalam mana algoritma default dilatih pada tahap empat pembelajaran ringan memanfaatkan mobilenetv2 mobilenetv3small shufflenetv2 squeezenet pilihan algoritma berdasarkan popularitas algoritma komunitas penelitian kedua tahap berfokus modifikasi algoritma meningkatkan kinerja model modifikasi diperkenalkan termasuk penambahan konvolusional blokir modul perhatian cbam cbam modul perhatian ringan meningkatkan fitur saluran perhatian kedua tahap model berurutan optimasi berbasis smbo digunakan tuning hiperparameter otomatis hpo smbo varian optimasi bayesian memilih parameter secara berurutan membuat smbo lebih cepat algoritma optimasi lainnya studi menggunakan dataset gambar mewakili tiga kelas sehat black sigatoka fusarium wilt race 1 dataset dikumpulkan utara tanzania jangka waktu enam bulan lembaga afrika mandela sains teknologi nmaist institut internasional tropis pertanian iita preprocessing dilakukan memperoleh dataset termasuk mengubah ukuran menghapus gambar batang pemisahan augmentasi itu kinerja model diukur menghitung akurasi presisi penarikan f1skore mengukur kompleksitas model hasilnya menunjukkan tahap satu mobilenetv2 mengungguli semua model akurasi 9773 presisi 9774 penarikan 9773 9773 f1 skor shufflenetv2 memiliki kinerja buruk akurasi 8421 presisi 8476 penarikan 8421 f1skore 8403 squeezenet a model cahaya ukuran 278 mb mobilenetv3small yang terberat model ukuran 8 74 mb semua model mengalami kesulitan membedakan antara black sigatoka fusarium wilt race 1 menunjukkan generalisasi kemampuan model buruk pembelajaran mendalam yang ringan cbam panggung dua shufflenetv2 mengungguli semua model lain akurasi 9907 9907 presisi penarikan 9907 9907 f1skor squeezenet model ringan ukuran 209 mb mobilenetv2 model terberat 1440 mb squeezenet membutuhkan waktu singkat perkiraan 558 0961 sama 9 301 menit umum kemampuan klasifikasi semua model meningkat secara signifikan dibandingkan tahap satu modul cbam membantu meningkat kemampuan generalisasi model mengurangi jumlah gambar yang salah diklasifikasikan meningkatkan kinerja model namun klasifikasi belum 100 semua kelas secara keseluruhan pembelajaran mendalam ringan yang diusulkan penelitian menunjukkan a kinerja yang baik digunakan mengatasi tantangan komputasi klasifikasi deteksi penyakit pisang dapat dilakukan berdasarkan daun gambar yang menjadi solusi untuk deteksi dini penyakit kehancuran metode itu peningkatan pembelajaran mendalam ringan dicapai dengan meningkatkan kemampuan ekstraksi fitur pendekatan yang diusulkan ini studi dapat diterapkan penyakit pisang lainnya spesies tanaman lainnya,G6401211004
Perancangan Enterprise Architecture pada Layanan Pemeriksaan Barang Bukti Laboratorium Forensik untuk Mendukung Pengembangan E-government, laboratorium forensik labfor merupakan bagian struktur lembaga kepolisian negara republik indonesia polri berfungsi memberikan dukungan pemeriksaan barang bukti penyidik hasil pengamatan dilakukan diketahui proses bisnis berjalan labfor polda jateng dimulai registrasi permohonan pemeriksaan barang bukti persetujuan disposisi stakeholder penyerahan hasil pemeriksaan barang bukti seluruhnya dilakukan manual belum berbasi it sesuai dengan program kerja promoter professional modern terpercaya polri melakukan peningkatan pelayanan publik lebih mudah masyarakat berbasis ti penelitian dilakukan perancangan enterprise architecture menggunakan framework togaf adm strategi penerapan egovernment sesuai dilingkungkan laboratorium forensik polri tahapan perancangan terdiri vision architecture business architecture information architecture penelitian menghasilkan analisis fungsi fitur monitoring pendigitalisasian data tracking progres pemeriksaan pada sistem mendukung layanan pemeriksaan barang bukti forensik ada labfor polda jateng,G6401211005
